match,number,start,end,team,possession,formation_rater1,formation_rater2,formation_rater3,majority,start_seconds,end_seconds,half,predictions_gt,predictions_sf,predictions_tv
Leverkusen - Gladbach,41,14:54:00,15:20:00,Leverkusen,out,4411.0,4411.0,442.0,4411,894,920,firstHalf,"[('541', 0.9075098633141047), ('4231 (1)', 0.8668342763694068), ('451', 0.8444641574649561), ('4141', 0.8440337490768965), ('4321', 0.8202972061420217)]","[('541', 0.9075098633141047), ('4231 (1)', 0.8668342763694068), ('451', 0.8444641574649561), ('4141', 0.8440337490768965), ('4321', 0.8202972061420217)]","[('541', 0.8055894476525465), ('4231 (1)', 0.7530870990230529), ('451', 0.7382000842129441), ('4141', 0.7308233309811398), ('4321', 0.7306194461460216)]"
Leverkusen - Gladbach,52,18:58,19:29,Gladbach,out,442.0,424.0,424.0,424,1138,1169,firstHalf,"[('424', 0.9358446694867343), ('4231 (2)', 0.9337656703248699), ('442 (2)', 0.9249830398203482), ('451', 0.9098742704560954), ('4141', 0.9069557347397269)]","[('424', 0.9358446694867343), ('4231 (2)', 0.9337656703248699), ('442 (2)', 0.9249830398203482), ('451', 0.9098742704560954), ('4141', 0.9069557347397269)]","[('4231 (2)', 0.819066831832261), ('424', 0.8185040174809115), ('343', 0.8182446249800375), ('433 (4)', 0.8164786744270434), ('4141', 0.8035606056814104)]"
Leverkusen - Gladbach,63,23:01,23:16,Gladbach,out,442.0,442.0,442.0,442,1381,1396,firstHalf,"[('442 (2)', 0.9277554879188182), ('424', 0.9114983817507047), ('4231 (2)', 0.8974014293579828), ('451', 0.8944100472097795), ('4231 (1)', 0.8776574294576256)]","[('442 (2)', 0.9277554879188182), ('424', 0.9114983817507047), ('4231 (2)', 0.8974014293579828), ('451', 0.8944100472097795), ('4231 (1)', 0.8776574294576256)]","[('442 (2)', 0.9115626512783803), ('451', 0.8929703777393599), ('424', 0.891169966997825), ('4231 (2)', 0.8861954218951821), ('4141', 0.8749586612664668)]"
Leverkusen - Gladbach,72,25:00,25:15,Leverkusen,out,442.0,442.0,442.0,442,1500,1515,firstHalf,"[('532', 0.8900572768585044), ('442 (2)', 0.879737375635289), ('4231 (1)', 0.8713393998208147), ('541', 0.8637610030999264), ('442 (1)', 0.8549051253274382)]","[('532', 0.8900572768585044), ('442 (2)', 0.879737375635289), ('4231 (1)', 0.8713393998208147), ('541', 0.8637610030999264), ('442 (1)', 0.8549051253274382)]","[('532', 0.8519081942187876), ('541', 0.8223505225390022), ('442 (2)', 0.7954396723526967), ('4231 (1)', 0.7925658955135605), ('442 (1)', 0.7916358173821283)]"
Leverkusen - Gladbach,74,25:54,26:12,Leverkusen,out,442.0,442.0,442.0,442,1554,1572,firstHalf,"[('541', 0.948775109919402), ('532', 0.9111228048880584), ('4231 (1)', 0.8970742285345503), ('4141', 0.8900254623585264), ('4321', 0.8809827919609544)]","[('541', 0.948775109919402), ('532', 0.9111228048880584), ('4231 (1)', 0.8970742285345503), ('4141', 0.8900254623585264), ('4321', 0.8809827919609544)]","[('541', 0.948775109919402), ('532', 0.9111228048880584), ('4231 (1)', 0.8970742285345503), ('4141', 0.8900254623585264), ('4321', 0.8809827919609544)]"
Leverkusen - Gladbach,75,26:11,26:23,Gladbach,out,433.0,433.0,442.0,433,1571,1583,firstHalf,"[('334', 0.7542551258916439), ('352', 0.7275669850586763), ('343', 0.7190155672605284), ('424', 0.7046768187424406), ('4231 (2)', 0.7009860782295936)]","[('334', 0.7542551258916439), ('352', 0.7275669850586763), ('343', 0.7190155672605284), ('424', 0.7046768187424406), ('4231 (2)', 0.7009860782295936)]","[('433 (1)', 0.9094614153095244), ('334', 0.8881028398018292), ('343', 0.8778183622170577), ('424', 0.8770336916132313), ('433 (3)', 0.874704508809223)]"
Leverkusen - Gladbach,78,27:39,28:14,Gladbach,out,442.0,442.0,442.0,442,1659,1694,firstHalf,"[('442 (2)', 0.9390682706252013), ('424', 0.9176456073196336), ('4231 (1)', 0.9089335294531118), ('451', 0.8850047942492539), ('4231 (2)', 0.8829488111278159)]","[('442 (2)', 0.9390682706252013), ('424', 0.9176456073196336), ('4231 (1)', 0.9089335294531118), ('451', 0.8850047942492539), ('4231 (2)', 0.8829488111278159)]","[('442 (2)', 0.7826560361269044), ('433 (3)', 0.7776457823363111), ('433 (1)', 0.7774991216220379), ('532', 0.7707285961407658), ('334', 0.7636339524743098)]"
Leverkusen - Gladbach,84,30:59,31:35,Leverkusen,out,4231.0,442.0,442.0,442,1859,1895,firstHalf,"[('541', 0.8790330008779672), ('532', 0.8639051061894982), ('4231 (1)', 0.8518800258542738), ('442 (2)', 0.8361613528182604), ('442 (1)', 0.8188884641919603)]","[('541', 0.8790330008779672), ('532', 0.8639051061894982), ('4231 (1)', 0.8518800258542738), ('442 (2)', 0.8361613528182604), ('442 (1)', 0.8188884641919603)]","[('541', 0.9238581128716994), ('4231 (1)', 0.9055653375704598), ('451', 0.8902593519082056), ('4141', 0.8810702073300082), ('442 (2)', 0.8768969819415302)]"
Leverkusen - Gladbach,88,33:01,33:15,Leverkusen,out,4231.0,442.0,442.0,442,1981,1995,firstHalf,"[('4231 (1)', 0.9252429611785615), ('442 (2)', 0.9146690957495556), ('451', 0.9133383184648545), ('541', 0.8975176588244695), ('4141', 0.8919910383441481)]","[('4231 (1)', 0.9252429611785615), ('442 (2)', 0.9146690957495556), ('451', 0.9133383184648545), ('541', 0.8975176588244695), ('4141', 0.8919910383441481)]","[('541', 0.9083489248650826), ('4231 (1)', 0.8936064728765858), ('451', 0.8918131837441923), ('442 (2)', 0.8801252789084794), ('532', 0.8646120769831227)]"
Leverkusen - Gladbach,93,34:04,34:36,Leverkusen,out,442.0,442.0,442.0,442,2044,2076,firstHalf,"[('442 (2)', 0.9479376920149858), ('4231 (1)', 0.9384149555729738), ('4141', 0.9362606394768203), ('451', 0.9347196863885052), ('541', 0.9007928882411379)]","[('442 (2)', 0.9479376920149858), ('4231 (1)', 0.9384149555729738), ('4141', 0.9362606394768203), ('451', 0.9347196863885052), ('541', 0.9007928882411379)]","[('442 (2)', 0.9401237055343615), ('4231 (1)', 0.9161620758050166), ('451', 0.9134666138396995), ('4141', 0.9133001041355032), ('442 (1)', 0.9017459262765339)]"
Leverkusen - Gladbach,97,35:20,35:35,Leverkusen,out,4231.0,442.0,442.0,442,2120,2135,firstHalf,"[('4231 (1)', 0.9293207450260532), ('541', 0.9042017672639046), ('451', 0.8850723031379797), ('433 (1)', 0.8645969649575093), ('4141', 0.8631163224100952)]","[('4231 (1)', 0.9293207450260532), ('541', 0.9042017672639046), ('451', 0.8850723031379797), ('433 (1)', 0.8645969649575093), ('4141', 0.8631163224100952)]","[('4231 (1)', 0.9176039972780788), ('451', 0.8792768537560238), ('442 (2)', 0.8651891248796245), ('541', 0.8612607852637042), ('442 (1)', 0.8492201018221908)]"
Leverkusen - Gladbach,110,41:25,42:03,Leverkusen,out,4231.0,442.0,4231.0,4231,2485,2523,firstHalf,"[('442 (2)', 0.929323660551274), ('4231 (1)', 0.9267242552447454), ('451', 0.9046648962597718), ('424', 0.8974624851958195), ('4231 (2)', 0.89231595610095)]","[('442 (2)', 0.929323660551274), ('4231 (1)', 0.9267242552447454), ('451', 0.9046648962597718), ('424', 0.8974624851958195), ('4231 (2)', 0.89231595610095)]","[('451', 0.914322188043499), ('4231 (1)', 0.9072337260940393), ('442 (2)', 0.9058217080261952), ('4141', 0.9036257714027656), ('4231 (2)', 0.9028968622520195)]"
Leverkusen - Gladbach,121,44:47,45:06,Gladbach,out,4231.0,4231.0,4231.0,4231,2687,2706,firstHalf,"[('4321', 0.9355041713133533), ('4231 (1)', 0.9218076989622115), ('442 (1)', 0.9181749555098693), ('532', 0.9063746478611558), ('4141', 0.9052024809999771)]","[('4321', 0.9376602847239249), ('4231 (1)', 0.9230332376014426), ('442 (1)', 0.9217882948403386), ('4141', 0.9202513618803765), ('442 (2)', 0.9171780607680828)]","[('451', 0.8542252648421944), ('4141', 0.8438517457776464), ('4231 (1)', 0.834200877423315), ('442 (2)', 0.8220313445064821), ('4231 (2)', 0.813571444383658)]"
Leverkusen - Gladbach,124,45:00,45:24,Leverkusen,out,442.0,442.0,442.0,442,0,24,secondHalf,"[('442 (2)', 0.9405825524259289), ('451', 0.9207033184022317), ('4231 (1)', 0.9206873750098246), ('4141', 0.9089405918210314), ('532', 0.9086136612313529)]","[('442 (2)', 0.9405825524259289), ('451', 0.9207033184022317), ('4231 (1)', 0.9206873750098246), ('4141', 0.9089405918210314), ('532', 0.9086136612313529)]","[('442 (2)', 0.9630062621825343), ('451', 0.9349496446998764), ('4231 (1)', 0.927330428771108), ('424', 0.9167406410868306), ('4141', 0.9152423278304598)]"
Leverkusen - Gladbach,143,49:30,49:47,Gladbach,out,433.0,442.0,442.0,442,270,287,secondHalf,"[('4231 (1)', 0.8872882159588442), ('442 (2)', 0.8783899940168254), ('433 (1)', 0.8783861299626378), ('541', 0.8658551244936106), ('451', 0.8623536849385992)]","[('4231 (1)', 0.8872882159588442), ('442 (2)', 0.8783899940168254), ('433 (1)', 0.8783861299626378), ('541', 0.8658551244936106), ('451', 0.8623536849385992)]","[('4141', 0.93051346456103), ('451', 0.8835988647103091), ('442 (2)', 0.8744888338765745), ('4231 (2)', 0.8667944555986927), ('442 (1)', 0.8622264473926942)]"
Leverkusen - Gladbach,145,50:04,50:24,Leverkusen,out,4231.0,442.0,442.0,442,304,324,secondHalf,"[('4231 (1)', 0.9457615843420067), ('442 (2)', 0.9280606726355581), ('451', 0.9216227641172876), ('4141', 0.917182025249867), ('541', 0.9042840916991619)]","[('4231 (1)', 0.9457615843420067), ('442 (2)', 0.9280606726355581), ('451', 0.9216227641172876), ('4141', 0.917182025249867), ('541', 0.9042840916991619)]","[('4231 (1)', 0.9457371426190235), ('442 (2)', 0.9407779638273844), ('451', 0.9296449214780644), ('4141', 0.9266869849973693), ('424', 0.9208289410906416)]"
Leverkusen - Gladbach,155,54:50,55:11,Gladbach,out,4231.0,442.0,442.0,442,590,611,secondHalf,"[('4231 (1)', 0.9266083676022188), ('442 (2)', 0.9178757095516736), ('451', 0.8958353542702004), ('424', 0.8942268333592337), ('4231 (2)', 0.8815098582868408)]","[('4231 (1)', 0.9266083676022188), ('442 (2)', 0.9178757095516736), ('451', 0.8958353542702004), ('424', 0.8942268333592337), ('4231 (2)', 0.8815098582868408)]","[('4231 (1)', 0.9037957291065268), ('442 (2)', 0.8899200297722647), ('424', 0.8792024655652325), ('4231 (2)', 0.8692837881990978), ('451', 0.8687821610168338)]"
Leverkusen - Gladbach,157,55:28,55:40,Leverkusen,out,4231.0,4231.0,4231.0,4231,628,640,secondHalf,"[('4231 (1)', 0.9247197952584962), ('541', 0.8992043913582631), ('451', 0.8831011713441679), ('433 (1)', 0.882562070460604), ('442 (2)', 0.847477705563946)]","[('4231 (1)', 0.9247197952584962), ('541', 0.8992043913582631), ('451', 0.8831011713441679), ('433 (1)', 0.882562070460604), ('442 (2)', 0.847477705563946)]","[('541', 0.905790523539777), ('4231 (1)', 0.8997171037939601), ('451', 0.8522525777056688), ('433 (1)', 0.8481916330654744), ('4141', 0.8159860844198159)]"
Leverkusen - Gladbach,161,57:19,57:34,Leverkusen,out,4411.0,4411.0,4231.0,4411,739,754,secondHalf,"[('541', 0.8644678431356159), ('4231 (1)', 0.8241874167692779), ('451', 0.8174326682298458), ('4141', 0.810445118588849), ('4321', 0.7941813823942505)]","[('541', 0.8644678431356159), ('4231 (1)', 0.8241874167692779), ('451', 0.8174326682298458), ('4141', 0.810445118588849), ('4321', 0.7941813823942505)]","[('451', 0.828934854404892), ('4231 (1)', 0.8279073211345052), ('4141', 0.8203689119685746), ('541', 0.816059074673072), ('4231 (2)', 0.7913084820652166)]"
Leverkusen - Gladbach,165,58:32,58:48,Gladbach,out,442.0,442.0,442.0,442,812,828,secondHalf,"[('433 (3)', 0.9574091581813402), ('433 (1)', 0.9333213732526413), ('433 (5)', 0.9151255696076683), ('442 (2)', 0.9131967501605688), ('4141', 0.9098082369383381)]","[('433 (3)', 0.9574091581813402), ('433 (1)', 0.9333213732526413), ('433 (5)', 0.9151255696076683), ('442 (2)', 0.9131967501605688), ('4141', 0.9098082369383381)]","[('433 (4)', 0.965262406093954), ('433 (3)', 0.9587391829931422), ('433 (2)', 0.9575013687577789), ('4231 (2)', 0.9568047767489856), ('433 (1)', 0.9550511104852043)]"
Leverkusen - Gladbach,172,60:32,60:55,Leverkusen,out,4231.0,4231.0,4231.0,4231,932,955,secondHalf,"[('541', 0.8817592801983786), ('4231 (1)', 0.8303355485108639), ('451', 0.7904476986309035), ('433 (1)', 0.7864801838024892), ('4321', 0.7607540710664572)]","[('541', 0.8819383568125727), ('4231 (1)', 0.8367348102168534), ('451', 0.7982543180547295), ('433 (1)', 0.7928258463576259), ('4141', 0.7695938696717325)]","[('4231 (1)', 0.9472505746524984), ('451', 0.9405923679456788), ('433 (1)', 0.9401713835873331), ('433 (3)', 0.9314574839428016), ('541', 0.9147173598740974)]"
Leverkusen - Gladbach,177,62:00,62:35,Leverkusen,out,4231.0,4231.0,4231.0,4231,1020,1055,secondHalf,"[('4231 (1)', 0.9153420000472984), ('541', 0.9000528912578327), ('451', 0.8999258790873493), ('4141', 0.8815130761024831), ('4321', 0.8603934013052107)]","[('4231 (1)', 0.9153420000472984), ('541', 0.9000528912578327), ('451', 0.8999258790873493), ('4141', 0.8815130761024831), ('4321', 0.8603934013052107)]","[('4231 (1)', 0.9222202393969392), ('451', 0.9168823592581475), ('541', 0.8893250035221297), ('442 (2)', 0.8859415290437657), ('4141', 0.88109710882652)]"
Leverkusen - Gladbach,186,66:31,67:10,Gladbach,out,442.0,442.0,442.0,442,1291,1330,secondHalf,"[('442 (2)', 0.9850127892575918), ('424', 0.9729561922452821), ('4231 (2)', 0.944115833877522), ('451', 0.9342409047493382), ('4141', 0.9234255260773707)]","[('442 (2)', 0.9863436779167153), ('424', 0.9738170624636969), ('4231 (2)', 0.9438430788508065), ('451', 0.9344665841862476), ('4141', 0.9233310187829721)]","[('442 (2)', 0.9253669153760624), ('352', 0.9132856868788825), ('424', 0.9012444734600277), ('334', 0.896435451045214), ('4141', 0.8777620403637598)]"
Leverkusen - Gladbach,188,68:01,68:19,Gladbach,out,442.0,442.0,442.0,442,1381,1399,secondHalf,"[('442 (2)', 0.956403766784635), ('424', 0.9269495578857689), ('4231 (1)', 0.9070082872791705), ('451', 0.9018688348880757), ('4141', 0.896219687129839)]","[('442 (2)', 0.956403766784635), ('424', 0.9269495578857689), ('4231 (1)', 0.9070082872791705), ('451', 0.9018688348880757), ('4141', 0.896219687129839)]","[('442 (2)', 0.9485891011137008), ('424', 0.9179713750688524), ('451', 0.8993156231262721), ('4231 (1)', 0.8893842253841288), ('4141', 0.8880511097484758)]"
Leverkusen - Gladbach,207,76:07,76:21,Leverkusen,out,541.0,541.0,442.0,541,1867,1881,secondHalf,"[('541', 0.8745331000681338), ('4231 (1)', 0.7674902111207349), ('532', 0.7155936099403202), ('4141', 0.714590518028601), ('451', 0.7121931143241876)]","[('541', 0.8745331000681338), ('4231 (1)', 0.7674902111207349), ('532', 0.7155936099403202), ('4141', 0.714590518028601), ('451', 0.7121931143241876)]","[('541', 0.9256195843577877), ('4231 (1)', 0.8838796595012245), ('4141', 0.8688398553897084), ('451', 0.8582208293518041), ('433 (1)', 0.8485323610582443)]"
Leverkusen - Gladbach,209,76:46,77:12,Leverkusen,out,4231.0,442.0,4231.0,4231,1906,1932,secondHalf,"[('4231 (1)', 0.9437914648967839), ('451', 0.9221760010998328), ('442 (2)', 0.9102817996520105), ('4141', 0.8937105332634727), ('541', 0.8857422615351871)]","[('4231 (1)', 0.9437914648967839), ('451', 0.9221760010998328), ('442 (2)', 0.9102817996520105), ('4141', 0.8937105332634727), ('541', 0.8857422615351871)]","[('4231 (1)', 0.9292846248696276), ('4141', 0.91344339287204), ('451', 0.9072719741302964), ('541', 0.8942097317971159), ('442 (2)', 0.8841212611283069)]"
Leverkusen - Gladbach,217,80:42,80:55,Gladbach,out,4231.0,4231.0,4231.0,4231,2142,2155,secondHalf,"[('541', 0.8458160008873097), ('4231 (1)', 0.822304944759505), ('4321', 0.7903744187755206), ('532', 0.7769956734888773), ('451', 0.7661589895736417)]","[('541', 0.8458160008873097), ('4231 (1)', 0.822304944759505), ('4321', 0.7903744187755206), ('532', 0.7769956734888773), ('451', 0.7661589895736417)]","[('424', 0.8792141892710851), ('4231 (2)', 0.8669734379347358), ('442 (2)', 0.8642268138738977), ('334', 0.8619008728953101), ('433 (5)', 0.8606290202793427)]"
Leverkusen - Gladbach,232,84:36,85:00,Leverkusen,out,4411.0,4411.0,,4411,2376,2400,secondHalf,"[('541', 0.8929374197356188), ('4231 (1)', 0.8900469123989819), ('451', 0.8644409462228828), ('4141', 0.8537493591396078), ('532', 0.8429139992233163)]","[('541', 0.8929374197356188), ('4231 (1)', 0.8900469123989819), ('451', 0.8644409462228828), ('4141', 0.8537493591396078), ('532', 0.8429139992233163)]","[('442 (2)', 0.9075458328025747), ('451', 0.8933938463921465), ('532', 0.8813380402149893), ('4231 (1)', 0.8799193556021155), ('4141', 0.8765891468009187)]"
Leverkusen - Gladbach,243,89:11,89:38,Gladbach,out,442.0,442.0,,442,2651,2678,secondHalf,"[('4231 (1)', 0.870712382335942), ('442 (1)', 0.8614636703741732), ('532', 0.8551691979325249), ('433 (1)', 0.8485605574774067), ('433 (3)', 0.8453534622173079)]","[('4231 (1)', 0.870712382335942), ('442 (1)', 0.8614636703741732), ('532', 0.8551691979325249), ('433 (1)', 0.8485605574774067), ('433 (3)', 0.8453534622173079)]","[('442 (1)', 0.9062554253834293), ('532', 0.8708664321736143), ('4321', 0.863622483702918), ('433 (5)', 0.8635062410140905), ('4231 (1)', 0.840776223803753)]"
Leverkusen - Bremen,3,00:12:00,00:26:00,Leverkusen,in,4231.0,4231.0,4231,4231,12,26,firstHalf,"[('4231 (2)', 0.9206884806640264), ('424', 0.9069050508072682), ('433 (5)', 0.8990705875807654), ('451', 0.8983803822468305), ('442 (2)', 0.8971999639617942)]","[('4231 (2)', 0.9206884806640264), ('424', 0.9069050508072682), ('433 (5)', 0.8990705875807654), ('451', 0.8983803822468305), ('442 (2)', 0.8971999639617942)]","[('343', 0.8155422883967458), ('433 (5)', 0.8030004615384002), ('424', 0.7873545781059622), ('433 (4)', 0.7853225320400902), ('4231 (2)', 0.7839489561096344)]"
Leverkusen - Bremen,13,03:37:00,03:57:00,Leverkusen,in,4231.0,4231.0,4231,4231,217,237,firstHalf,"[('343', 0.8951932384900276), ('352', 0.8858980267773378), ('334', 0.8516546666435441), ('424', 0.8094833283924641), ('442 (2)', 0.8090137379690553)]","[('343', 0.8951932384900276), ('352', 0.8858980267773378), ('334', 0.8516546666435441), ('424', 0.8094833283924641), ('442 (2)', 0.8090137379690553)]","[('352', 0.8259815081597932), ('343', 0.80832005099627), ('334', 0.7998793383234948), ('424', 0.7433284427637276), ('433 (4)', 0.7385042799036595)]"
Leverkusen - Bremen,25,07:08:00,07:34:00,Bremen,in,442.0,442.0,442,442,428,454,firstHalf,"[('442 (2)', 0.9101224625524936), ('4141', 0.8885984849645826), ('424', 0.8805198857931813), ('433 (3)', 0.866616956435138), ('442 (1)', 0.8608204554956346)]","[('442 (2)', 0.9101224625524936), ('4141', 0.8885984849645826), ('424', 0.8805198857931813), ('433 (3)', 0.866616956435138), ('442 (1)', 0.8608204554956346)]","[('442 (2)', 0.9083063755538021), ('442 (1)', 0.8891647857411789), ('4141', 0.8760791502426297), ('433 (3)', 0.8717400903167065), ('532', 0.8642761025100142)]"
Leverkusen - Bremen,44,13:08:00,13:19:00,Bremen,in,442.0,442.0,442,442,788,799,firstHalf,"[('424', 0.9099668819124545), ('433 (5)', 0.9087327982268605), ('442 (2)', 0.9005593538888532), ('433 (4)', 0.8944649106319397), ('4231 (2)', 0.8891529053011479)]","[('424', 0.9099668819124545), ('433 (5)', 0.9087327982268605), ('442 (2)', 0.9005593538888532), ('433 (4)', 0.8944649106319397), ('4231 (2)', 0.8891529053011479)]","[('424', 0.8935036453004165), ('442 (2)', 0.8891959320653481), ('352', 0.8828024736075752), ('343', 0.8758439344332665), ('334', 0.8706037143647081)]"
Leverkusen - Bremen,71,21:02:00,21:41:00,Leverkusen,in,442.0,442.0,442,442,1262,1301,firstHalf,"[('4231 (2)', 0.8835237535610836), ('424', 0.8771968599769784), ('433 (4)', 0.8706444880215157), ('451', 0.8664044691606665), ('442 (2)', 0.8638718068382922)]","[('4231 (2)', 0.9013517611038835), ('424', 0.9011152573584019), ('442 (2)', 0.8904339907514032), ('451', 0.8820906376153016), ('334', 0.8777181304681173)]","[('352', 0.9063373312256873), ('334', 0.9054355117092856), ('442 (2)', 0.9053606920384537), ('424', 0.9040934470131918), ('4231 (2)', 0.8957116107150181)]"
Leverkusen - Bremen,82,24:39,24:55,Bremen,in,442.0,442.0,442,442,1479,1495,firstHalf,"[('442 (1)', 0.9021685390567432), ('442 (2)', 0.9008588328012833), ('532', 0.8995103577505095), ('433 (5)', 0.8978762188735043), ('424', 0.8962820101783231)]","[('424', 0.8968960001534354), ('442 (2)', 0.8927932195526632), ('433 (5)', 0.8842934199771274), ('442 (1)', 0.8777504435308313), ('4231 (2)', 0.8659037310573326)]","[('424', 0.8699534450515056), ('334', 0.8618361179390196), ('442 (2)', 0.8524625756958512), ('4231 (2)', 0.8510279596175531), ('433 (4)', 0.8486223597048921)]"
Leverkusen - Bremen,84,25:21,25:37,Leverkusen,in,4231.0,4231.0,4231,4231,1521,1537,firstHalf,"[('4231 (2)', 0.8988664596044034), ('433 (5)', 0.8952264052084109), ('433 (2)', 0.8843186884028207), ('424', 0.8775935600489587), ('4321', 0.8771891439724044)]","[('4231 (2)', 0.8988664596044034), ('433 (5)', 0.8952264052084109), ('433 (2)', 0.8843186884028207), ('424', 0.8775935600489587), ('4321', 0.8771891439724044)]","[('4231 (2)', 0.9276623803086192), ('433 (5)', 0.9202273421209279), ('424', 0.9175116403744683), ('4321', 0.9009231130395314), ('442 (2)', 0.8983892433585076)]"
Leverkusen - Bremen,104,30:26,30:50,Leverkusen,in,4231.0,4231.0,4231,4231,1826,1850,firstHalf,"[('451', 0.7813802366167554), ('4231 (2)', 0.7794056890808826), ('4141', 0.7775298871702566), ('442 (2)', 0.7726409647993933), ('352', 0.7693426324838166)]","[('451', 0.7813802366167554), ('4231 (2)', 0.7794056890808826), ('4141', 0.7775298871702566), ('442 (2)', 0.7726409647993933), ('352', 0.7693426324838166)]","[('424', 0.7141594183173967), ('4231 (2)', 0.7086125894540491), ('433 (4)', 0.7086019255296919), ('352', 0.6989314752449357), ('442 (2)', 0.6928906380191914)]"
Leverkusen - Bremen,126,38:36,38:48,Leverkusen,in,442.0,442.0,442,442,2316,2328,firstHalf,"[('4231 (2)', 0.8902175422375613), ('442 (2)', 0.8819464082879012), ('451', 0.878770959634527), ('424', 0.8778647237984503), ('4141', 0.8606617643199911)]","[('4231 (2)', 0.8902175422375613), ('442 (2)', 0.8819464082879012), ('451', 0.878770959634527), ('424', 0.8778647237984503), ('4141', 0.8606617643199911)]","[('442 (1)', 0.8939537405764604), ('532', 0.8870503213006076), ('4231 (1)', 0.8854518156900896), ('442 (2)', 0.8754665755446369), ('4321', 0.8717622392234919)]"
Leverkusen - Bremen,143,42:52,43:18,Leverkusen,in,442.0,442.0,442,442,2572,2598,firstHalf,"[('424', 0.8519475034098066), ('334', 0.8398282579107292), ('442 (2)', 0.8315248320170411), ('4231 (2)', 0.827392720956358), ('352', 0.8245843013775638)]","[('424', 0.8517807565500912), ('334', 0.8397106630116247), ('442 (2)', 0.8313497943368435), ('4231 (2)', 0.8272243366176567), ('352', 0.82446855163835)]","[('334', 0.8008763063323869), ('352', 0.7932212210251107), ('433 (4)', 0.7579831701292337), ('4231 (2)', 0.7505862729217367), ('433 (2)', 0.7361303241352292)]"
Leverkusen - Bremen,154,45:00,45:19,Leverkusen,in,433.0,433.0,442,433,0,19,secondHalf,"[('343', 0.9281310259971332), ('352', 0.9048733001843587), ('334', 0.9024858198440611), ('433 (5)', 0.8548919069596667), ('424', 0.8464978704595157)]","[('343', 0.9281310259971332), ('352', 0.9048733001843587), ('334', 0.9024858198440611), ('433 (5)', 0.8548919069596667), ('424', 0.8464978704595157)]","[('343', 0.9187156620541806), ('334', 0.8994403714245575), ('352', 0.897409199550776), ('433 (5)', 0.8488410038594758), ('424', 0.8450353525296561)]"
Leverkusen - Bremen,235,70:58,71:09,Bremen,in,4132.0,4132.0,442,4132,1558,1569,secondHalf,"[('4231 (2)', 0.9490603270869791), ('424', 0.9407474999553863), ('442 (2)', 0.9400000381439106), ('451', 0.9298537973712618), ('4141', 0.9236354271056456)]","[('4231 (2)', 0.9490603270869791), ('424', 0.9407474999553863), ('442 (2)', 0.9400000381439106), ('451', 0.9298537973712618), ('4141', 0.9236354271056456)]","[('424', 0.9281128011370903), ('4231 (2)', 0.9264131041591495), ('433 (4)', 0.9152433094001038), ('433 (2)', 0.9097666096166179), ('442 (2)', 0.8951175676157477)]"
Leverkusen - Bremen,242,72:46,72:58,Leverkusen,in,442.0,442.0,442,442,1666,1678,secondHalf,"[('352', 0.8216961857735408), ('334', 0.8094021841764323), ('343', 0.7853572193644868), ('433 (4)', 0.7130953798830754), ('4231 (2)', 0.71277464984142)]","[('352', 0.8216961857735408), ('334', 0.8094021841764323), ('343', 0.7853572193644868), ('433 (4)', 0.7130953798830754), ('4231 (2)', 0.71277464984142)]","[('334', 0.7946874637120217), ('352', 0.7856796162920336), ('343', 0.7278478214683703), ('433 (4)', 0.6992700144033589), ('4231 (2)', 0.6729822971220303)]"
Leverkusen - Bremen,267,80:35,80:54,Bremen,in,4231.0,4231.0,442,4231,2135,2154,secondHalf,"[('4231 (2)', 0.9658804183526032), ('424', 0.9635772833239232), ('442 (2)', 0.9512043847237892), ('451', 0.9398547174857654), ('433 (4)', 0.9338288480325)]","[('4231 (2)', 0.9658804183526032), ('424', 0.9635772833239232), ('442 (2)', 0.9512043847237892), ('451', 0.9398547174857654), ('433 (4)', 0.9338288480325)]","[('4231 (2)', 0.9689111633500267), ('424', 0.9688677494264145), ('442 (2)', 0.9527802142690912), ('433 (4)', 0.9437037096951212), ('451', 0.9407815307964954)]"
Leverkusen - Bremen,3,00:12:00,00:26:00,Leverkusen,out,442.0,442.0,442,442,12,26,firstHalf,"[('442 (2)', 0.9395706180348324), ('442 (1)', 0.9283353622892663), ('433 (3)', 0.9139118390453205), ('424', 0.9116963540736379), ('532', 0.9017377244217968)]","[('442 (2)', 0.9395706180348324), ('442 (1)', 0.9283353622892663), ('433 (3)', 0.9139118390453205), ('424', 0.9116963540736379), ('532', 0.9017377244217968)]","[('532', 0.8273751151056199), ('442 (1)', 0.8064369694168103), ('433 (1)', 0.7969296729953734), ('433 (3)', 0.7959999756285567), ('4231 (1)', 0.7822177128538388)]"
Leverkusen - Bremen,8,01:43:00,02:08:00,Leverkusen,out,442.0,442.0,442,442,103,128,firstHalf,"[('532', 0.8650644006211464), ('442 (1)', 0.8562317530638548), ('442 (2)', 0.8484327792653117), ('433 (1)', 0.8425668149652215), ('433 (3)', 0.8327941735219974)]","[('532', 0.8650644006211464), ('442 (1)', 0.8562317530638548), ('442 (2)', 0.8484327792653117), ('433 (1)', 0.8425668149652215), ('433 (3)', 0.8327941735219974)]","[('442 (1)', 0.8572307173197284), ('532', 0.8568418882078539), ('433 (3)', 0.8490477932836702), ('442 (2)', 0.8441290893747828), ('433 (1)', 0.8395110190864232)]"
