match,number,start,end,team,possession,formation_rater1,formation_rater2,formation_rater3,majority,start_seconds,end_seconds,half,predictions_gt,predictions_sf,predictions_tv
Leverkusen - Bremen,10,02:31:00,02:46:00,Bremen,out,4231.0,4231.0,4231.0,4231,151,166,firstHalf,"[('4141', 0.9293845359450609), ('433 (3)', 0.903763339198431), ('424', 0.8931917746895074), ('4231 (2)', 0.8926011988205198), ('442 (2)', 0.8885675735743538)]","[('4141', 0.9293845359450609), ('433 (3)', 0.903763339198431), ('424', 0.8931917746895074), ('4231 (2)', 0.8926011988205198), ('442 (2)', 0.8885675735743538)]","[('334', 0.8705490362791997), ('352', 0.8637635560564076), ('4231 (2)', 0.8625667945540108), ('424', 0.8565130728067554), ('433 (4)', 0.8534895501503961)]"
Leverkusen - Bremen,13,03:37:00,03:57:00,Leverkusen,out,442.0,442.0,442 Raute,442,217,237,firstHalf,"[('442 (1)', 0.9216308644356956), ('442 (2)', 0.9170243053241817), ('532', 0.9046206657509024), ('433 (1)', 0.8975950305125033), ('4231 (1)', 0.8911924716784698)]","[('442 (1)', 0.9216308644356956), ('442 (2)', 0.9170243053241817), ('532', 0.9046206657509024), ('433 (1)', 0.8975950305125033), ('4231 (1)', 0.8911924716784698)]","[('532', 0.886236746342329), ('442 (1)', 0.8678245493767038), ('442 (2)', 0.8528602235174376), ('4231 (1)', 0.8373663256799401), ('433 (1)', 0.8309366192028222)]"
Leverkusen - Bremen,25,07:08:00,07:34:00,Bremen,out,4231.0,4231.0,4231.0,4231,428,454,firstHalf,"[('4141', 0.9413940442159305), ('4321', 0.9353816879306299), ('451', 0.9138867414544614), ('442 (2)', 0.9113047593480106), ('433 (5)', 0.9094571454084057)]","[('4141', 0.9474499199643025), ('4321', 0.9406234061702933), ('451', 0.9194319984800222), ('442 (2)', 0.9055427701564035), ('433 (5)', 0.9020115805074264)]","[('4141', 0.8961763372751899), ('451', 0.8891468204105851), ('4321', 0.8793241453967476), ('4231 (1)', 0.8673385909864908), ('442 (2)', 0.864418372125273)]"
Leverkusen - Bremen,26,07:35:00,07:55:00,Leverkusen,out,442.0,442.0,442,442,455,475,firstHalf,"[('442 (2)', 0.8632131003560711), ('532', 0.854342439230926), ('433 (3)', 0.852994967569685), ('442 (1)', 0.848578546226286), ('4141', 0.8441843245812555)]","[('442 (2)', 0.8632131003560711), ('532', 0.854342439230926), ('433 (3)', 0.852994967569685), ('442 (1)', 0.848578546226286), ('4141', 0.8441843245812555)]","[('352', 0.8569411128207658), ('442 (2)', 0.8222163986370783), ('334', 0.8204417680377902), ('343', 0.8198134846787108), ('442 (1)', 0.7986316370308398)]"
Leverkusen - Bremen,37,11:12:00,11:28:00,Bremen,out,442.0,442.0,442.0,442,672,688,firstHalf,"[('424', 0.9687110826540849), ('433 (4)', 0.9550819968493035), ('4231 (2)', 0.9524000167452416), ('433 (2)', 0.9361952726958649), ('442 (2)', 0.9304239717197456)]","[('424', 0.9687110826540849), ('433 (4)', 0.9550819968493035), ('4231 (2)', 0.9524000167452416), ('433 (2)', 0.9361952726958649), ('442 (2)', 0.9304239717197456)]","[('424', 0.954650404559314), ('4231 (2)', 0.936487236914539), ('433 (4)', 0.9331705787739727), ('442 (2)', 0.9278487662494548), ('334', 0.9146092884214481)]"
Leverkusen - Bremen,44,13:08:00,13:19:00,Bremen,out,442.0,442.0,442.0,442,788,799,firstHalf,"[('442 (2)', 0.9760228419182233), ('424', 0.9714161186203122), ('4231 (2)', 0.9634327329807784), ('4231 (1)', 0.9533866232031581), ('451', 0.9489003003726976)]","[('442 (2)', 0.9760228419182233), ('424', 0.9714161186203122), ('4231 (2)', 0.9634327329807784), ('4231 (1)', 0.9533866232031581), ('451', 0.9489003003726976)]","[('343', 0.9278772686497359), ('433 (1)', 0.9251944372733946), ('352', 0.9213596323151599), ('334', 0.9201658749954202), ('433 (3)', 0.9201579888673355)]"
Leverkusen - Bremen,71,21:02:00,21:41:00,Leverkusen,out,442.0,442.0,442,442,1262,1301,firstHalf,"[('532', 0.8689924276954544), ('442 (1)', 0.851400583802018), ('541', 0.8492921742180723), ('4231 (1)', 0.8366674924523625), ('442 (2)', 0.8299099095280748)]","[('532', 0.8689924276954544), ('442 (1)', 0.851400583802018), ('541', 0.8492921742180723), ('4231 (1)', 0.8366674924523625), ('442 (2)', 0.8299099095280748)]","[('541', 0.8618375100938058), ('4231 (1)', 0.7899744369896373), ('4321', 0.7882207376794899), ('451', 0.7496132267075168), ('532', 0.7418063581771683)]"
Leverkusen - Bremen,84,25:21,25:37,Leverkusen,out,442.0,442.0,442,442,1521,1537,firstHalf,"[('442 (2)', 0.9239296595080053), ('424', 0.8834201830808188), ('532', 0.8795989768508905), ('4231 (1)', 0.8739108137803331), ('352', 0.8624456391343853)]","[('442 (2)', 0.9239296595080053), ('424', 0.8834201830808188), ('532', 0.8795989768508905), ('4231 (1)', 0.8739108137803331), ('352', 0.8624456391343853)]","[('442 (2)', 0.852175289946656), ('4231 (1)', 0.8498346359665696), ('334', 0.827505176608274), ('424', 0.8227548935143584), ('352', 0.8180061188708985)]"
Leverkusen - Bremen,104,30:26,30:50,Leverkusen,out,4231.0,4231.0,4231,4231,1826,1850,firstHalf,"[('541', 0.8862170644953433), ('4231 (1)', 0.8143206942671528), ('433 (1)', 0.7634887173292261), ('4141', 0.7584614981994989), ('451', 0.7570495139302422)]","[('541', 0.8862170644953433), ('4231 (1)', 0.8143206942671528), ('433 (1)', 0.7634887173292261), ('4141', 0.7584614981994989), ('451', 0.7570495139302422)]","[('541', 0.8959132773101586), ('4231 (1)', 0.8360952963645905), ('433 (1)', 0.7961852683595083), ('451', 0.7901480148035418), ('4141', 0.7752084862582251)]"
Leverkusen - Bremen,114,35:03,35:16,Bremen,out,4231.0,4231.0,4321.0,4231,2103,2116,firstHalf,"[('433 (3)', 0.943331775350537), ('451', 0.9426430295029685), ('433 (4)', 0.9406511942811766), ('4231 (2)', 0.9369280501189835), ('4141', 0.935796622304772)]","[('433 (3)', 0.943331775350537), ('451', 0.9426430295029685), ('433 (4)', 0.9406511942811766), ('4231 (2)', 0.9369280501189835), ('4141', 0.935796622304772)]","[('4141', 0.9264164108334285), ('442 (2)', 0.9168091108551388), ('451', 0.9164453689999128), ('4231 (2)', 0.9032001192842595), ('4321', 0.9025319401657056)]"
Leverkusen - Bremen,126,38:36,38:48,Leverkusen,out,442.0,442.0,442,442,2316,2328,firstHalf,"[('442 (2)', 0.9000017310476438), ('424', 0.8763123529393624), ('4141', 0.8555780438720667), ('451', 0.8492797184565997), ('4231 (1)', 0.847899394194789)]","[('442 (2)', 0.9000017310476438), ('424', 0.8763123529393624), ('4141', 0.8555780438720667), ('451', 0.8492797184565997), ('4231 (1)', 0.847899394194789)]","[('352', 0.8363526189071268), ('451', 0.8169592922626172), ('4141', 0.8151651661583258), ('4321', 0.8113303479472055), ('334', 0.8109808255337994)]"
Leverkusen - Bremen,143,42:52,43:18,Leverkusen,out,442.0,442.0,442,442,2572,2598,firstHalf,"[('532', 0.8713730018686655), ('541', 0.8554802591194023), ('442 (1)', 0.8465964854571402), ('4231 (1)', 0.8453777509135094), ('442 (2)', 0.8450271492540921)]","[('532', 0.8713730018686655), ('541', 0.8554802591194023), ('442 (1)', 0.8465964854571402), ('4231 (1)', 0.8453777509135094), ('442 (2)', 0.8450271492540921)]","[('532', 0.8867291635345853), ('442 (1)', 0.8296886524446888), ('541', 0.8217608553132071), ('433 (1)', 0.8144847748038637), ('4231 (1)', 0.8075761362766657)]"
Leverkusen - Bremen,154,45:00,45:19,Leverkusen,out,442.0,442.0,442,442,0,19,secondHalf,"[('442 (2)', 0.950082635062865), ('442 (1)', 0.933160303719855), ('424', 0.9131220448295118), ('4321', 0.9114218153349731), ('4141', 0.9110975380282389)]","[('442 (2)', 0.950082635062865), ('442 (1)', 0.933160303719855), ('424', 0.9131220448295118), ('4321', 0.9114218153349731), ('4141', 0.9110975380282389)]","[('442 (2)', 0.9493237686259562), ('442 (1)', 0.9338867783387319), ('424', 0.9148706492402467), ('433 (5)', 0.9021142986544032), ('4321', 0.9015565410015007)]"
Leverkusen - Bremen,155,45:20,45:39,Leverkusen,out,442.0,442.0,442,442,20,39,secondHalf,"[('442 (2)', 0.8805081298202526), ('532', 0.8718848968830155), ('4231 (1)', 0.8608295492806173), ('442 (1)', 0.8573221825478275), ('433 (1)', 0.8525067337355077)]","[('442 (2)', 0.8805081298202526), ('532', 0.8718848968830155), ('4231 (1)', 0.8608295492806173), ('442 (1)', 0.8573221825478275), ('433 (1)', 0.8525067337355077)]","[('4231 (1)', 0.8662973518614323), ('442 (2)', 0.8559883513275918), ('433 (3)', 0.8514461175082457), ('4141', 0.8505694778438618), ('541', 0.8471677582323165)]"
Leverkusen - Bremen,164,48:59,49:16,Leverkusen,out,442.0,442.0,442,442,239,256,secondHalf,"[('433 (1)', 0.8592035948872426), ('442 (2)', 0.8564315483693827), ('433 (3)', 0.8559917402894781), ('334', 0.8475876931036364), ('451', 0.8474953610197555)]","[('4321', 0.9118322073472411), ('451', 0.8852871891956685), ('4231 (1)', 0.8763921420765862), ('433 (3)', 0.8747740607011165), ('4141', 0.8709260193441726)]","[('4231 (1)', 0.9513875320115808), ('451', 0.9273665176604684), ('433 (1)', 0.9237184975102978), ('4141', 0.922896908791034), ('433 (3)', 0.9157870597632675)]"
Leverkusen - Bremen,207,60:34,60:49,Leverkusen,out,442.0,442.0,442,442,934,949,secondHalf,"[('532', 0.8764383132846496), ('541', 0.8530718581279001), ('442 (2)', 0.8503373041026737), ('4231 (1)', 0.8489760779616564), ('433 (1)', 0.8461463548023986)]","[('532', 0.8764383132846496), ('541', 0.8530718581279001), ('442 (2)', 0.8503373041026737), ('4231 (1)', 0.8489760779616564), ('433 (1)', 0.8461463548023986)]","[('433 (3)', 0.8523854739874702), ('532', 0.8460394076625628), ('433 (1)', 0.8399176174611137), ('541', 0.8395483480893537), ('4231 (1)', 0.8338363032378722)]"
Leverkusen - Bremen,235,70:58,71:09,Bremen,out,442.0,442.0,442.0,442,1558,1569,secondHalf,"[('442 (2)', 0.9404703746325932), ('343', 0.9371977799550401), ('424', 0.9307565193088327), ('4231 (2)', 0.9195997886926706), ('352', 0.9168134518848763)]","[('442 (2)', 0.9404703746325932), ('343', 0.9371977799550401), ('424', 0.9307565193088327), ('4231 (2)', 0.9195997886926706), ('352', 0.9168134518848763)]","[('334', 0.8840033466818097), ('352', 0.8676181258763115), ('343', 0.8283863636114623), ('424', 0.8126557478414753), ('442 (2)', 0.8124543789303093)]"
Leverkusen - Bremen,242,72:46,72:58,Leverkusen,out,442.0,442.0,442,442,1666,1678,secondHalf,"[('541', 0.8328264135220954), ('4231 (1)', 0.8326072574004876), ('4141', 0.8282931186010529), ('442 (2)', 0.81205581847871), ('451', 0.809158946377978)]","[('541', 0.8328264135220954), ('4231 (1)', 0.8326072574004876), ('4141', 0.8282931186010529), ('442 (2)', 0.81205581847871), ('451', 0.809158946377978)]","[('532', 0.8156138082071218), ('541', 0.7998161028193111), ('4231 (1)', 0.795163118842903), ('442 (1)', 0.7841471866766662), ('442 (2)', 0.7783069589507777)]"
Leverkusen - Bremen,267,80:35,80:54,Bremen,out,442.0,4222.0,442.0,442,2135,2154,secondHalf,"[('442 (2)', 0.9624594259155548), ('424', 0.9448341579142372), ('4231 (1)', 0.9306686388283837), ('4231 (2)', 0.9225218849501571), ('451', 0.9208962133602249)]","[('442 (2)', 0.9559378059610752), ('424', 0.9393878078783502), ('4231 (1)', 0.9220623370187028), ('4231 (2)', 0.91631367025568), ('451', 0.912337785733405)]","[('442 (1)', 0.8734044718935718), ('442 (2)', 0.8694501488835626), ('4321', 0.8470963546733661), ('532', 0.8439338797794276), ('433 (5)', 0.83324685774925)]"
Bremen - Köln,2,00:00:00,00:34:00,Bremen,in,352.0,352.0,352.0,352,0,34,firstHalf,"[('343', 0.9492942654513324), ('352', 0.943471311470924), ('334', 0.8838201928295844), ('442 (2)', 0.8735167026137152), ('4141', 0.8690271635269207)]","[('343', 0.9452534518415784), ('352', 0.9309807260646634), ('334', 0.873974435760104), ('442 (2)', 0.8552962818096648), ('424', 0.855137440663065)]","[('343', 0.8906597939762924), ('352', 0.8696479206122028), ('334', 0.8185128068045293), ('433 (5)', 0.7795147963611797), ('424', 0.7776238292224985)]"
Bremen - Köln,5,01:36:00,01:59:00,Bremen,in,4132.0,4132.0,442.0,4132,96,119,firstHalf,"[('442 (1)', 0.948034627385848), ('532', 0.9391096292535414), ('343', 0.9013100489413786), ('433 (5)', 0.8989501506759434), ('4321', 0.8942499582600977)]","[('442 (1)', 0.948034627385848), ('532', 0.9391096292535414), ('343', 0.9013100489413786), ('433 (5)', 0.8989501506759434), ('4321', 0.8942499582600977)]","[('442 (1)', 0.8860579187723558), ('433 (5)', 0.8683020608971551), ('442 (2)', 0.8605211527360329), ('343', 0.8580808742356527), ('532', 0.8567266081966365)]"
Bremen - Köln,7,04:04:00,04:44:00,Bremen,in,442.0,4132.0,442.0,442,244,284,firstHalf,"[('352', 0.7440692253849647), ('343', 0.7359045466709784), ('334', 0.7293368358196157), ('433 (4)', 0.7167079876640992), ('424', 0.6933953949220437)]","[('352', 0.7717456867927799), ('343', 0.7648903484743484), ('334', 0.7533911859636999), ('433 (4)', 0.73054643624628), ('424', 0.7165838100888461)]","[('433 (4)', 0.7436232585199913), ('352', 0.7362934939712351), ('343', 0.730983968406004), ('424', 0.7193349734821838), ('433 (5)', 0.7171313779161944)]"
Bremen - Köln,21,08:56:00,09:14:00,Köln,in,4231.0,4231.0,4231.0,4231,536,554,firstHalf,"[('343', 0.850512444490169), ('352', 0.8431714659422358), ('4231 (2)', 0.8321671453796671), ('433 (4)', 0.8319094347894423), ('334', 0.8315180005739333)]","[('352', 0.818752705708255), ('334', 0.8181614191107685), ('4231 (2)', 0.7923626193081375), ('451', 0.7885611957543487), ('4141', 0.7846613891881069)]","[('343', 0.9139675528522202), ('433 (1)', 0.8985288351794471), ('433 (2)', 0.8931772734131237), ('4231 (2)', 0.8845502811669266), ('352', 0.8755039178672663)]"
Bremen - Köln,28,10:59:00,11:19:00,Bremen,in,4132.0,4132.0,442.0,4132,659,679,firstHalf,"[('433 (4)', 0.878233034871085), ('343', 0.8560276042865278), ('352', 0.8497673936523416), ('4231 (2)', 0.8473930023124121), ('424', 0.8440776147067152)]","[('433 (4)', 0.878233034871085), ('343', 0.8560276042865278), ('352', 0.8497673936523416), ('4231 (2)', 0.8473930023124121), ('424', 0.8440776147067152)]","[('352', 0.8091330132418781), ('343', 0.7932913314388257), ('334', 0.7929450698530089), ('433 (4)', 0.7497080130131091), ('424', 0.7444508422331884)]"
Bremen - Köln,33,12:44:00,13:01:00,Bremen,in,4132.0,352.0,352.0,352,764,781,firstHalf,"[('343', 0.9272800269845544), ('352', 0.9027891101940912), ('532', 0.9005253863610754), ('442 (2)', 0.8894294095431377), ('4141', 0.8696760701505853)]","[('343', 0.920482700101979), ('352', 0.8982945470255209), ('532', 0.8880508956837928), ('442 (2)', 0.8809646595266101), ('4141', 0.8617297159298776)]","[('343', 0.8927875716023923), ('352', 0.8893920426374442), ('442 (2)', 0.8789352605585352), ('4141', 0.870020164843404), ('451', 0.864281190924062)]"
Bremen - Köln,45,17:20:00,17:38:00,Bremen,in,4132.0,4132.0,442.0,4132,1040,1058,firstHalf,"[('4231 (2)', 0.9396704124383546), ('424', 0.9356137141939816), ('433 (2)', 0.9354341642011864), ('433 (4)', 0.9274871445296768), ('442 (2)', 0.8993075084542462)]","[('4231 (2)', 0.9396704124383546), ('424', 0.9356137141939816), ('433 (2)', 0.9354341642011864), ('433 (4)', 0.9274871445296768), ('442 (2)', 0.8993075084542462)]","[('4231 (2)', 0.9291489552637087), ('433 (2)', 0.9285837312113154), ('433 (4)', 0.9282191099892303), ('424', 0.9134751740626852), ('433 (5)', 0.897498852121906)]"
Bremen - Köln,48,19:31:00,19:53:00,Bremen,in,352.0,352.0,352.0,352,1171,1193,firstHalf,"[('433 (4)', 0.8709129039779573), ('4231 (2)', 0.8507608516150276), ('424', 0.8496948134279798), ('334', 0.8360787581810699), ('433 (2)', 0.8349599492241093)]","[('433 (4)', 0.871793972610537), ('4231 (2)', 0.852083032164281), ('424', 0.850970597593568), ('334', 0.8368648765849147), ('433 (2)', 0.8359008468229749)]","[('352', 0.8623648460328723), ('433 (4)', 0.8612171667284892), ('343', 0.8497616413701133), ('424', 0.8480555645787138), ('4231 (2)', 0.8470459203278338)]"
Bremen - Köln,52,22:26,22:38,Bremen,in,4132.0,4132.0,352.0,4132,1346,1358,firstHalf,"[('352', 0.8809191102912113), ('343', 0.8757135379114844), ('442 (1)', 0.8642404274539073), ('4321', 0.8555866333954993), ('433 (5)', 0.8336529180175707)]","[('352', 0.8809191102912113), ('343', 0.8757135379114844), ('442 (1)', 0.8642404274539073), ('4321', 0.8555866333954993), ('433 (5)', 0.8336529180175707)]","[('4321', 0.8936527302497177), ('442 (1)', 0.886581889812422), ('352', 0.8797944152938714), ('343', 0.8690056717869731), ('532', 0.8486681652974184)]"
Bremen - Köln,57,23:30,23:43,Bremen,in,4132.0,4132.0,442.0,4132,1410,1423,firstHalf,"[('442 (1)', 0.9119105107208139), ('433 (5)', 0.9080758893522998), ('343', 0.8879745649241573), ('4231 (2)', 0.8799010299767482), ('424', 0.8658240419525329)]","[('442 (1)', 0.9161346985209909), ('433 (5)', 0.912066951489283), ('343', 0.8853384551968795), ('4231 (2)', 0.8752510102608108), ('4321', 0.8689476228592417)]","[('442 (1)', 0.9154957574268934), ('433 (5)', 0.9025749900892662), ('343', 0.8783284983743308), ('4321', 0.8620186275858208), ('4231 (2)', 0.8616748393287382)]"
Bremen - Köln,67,26:04,26:22,Bremen,in,433.0,433.0,433.0,433,1564,1582,firstHalf,"[('433 (3)', 0.9250692977717844), ('4321', 0.9144617160345826), ('4141', 0.9105678153914737), ('433 (1)', 0.9033027770097182), ('541', 0.9007837385804486)]","[('433 (3)', 0.9250692977717844), ('4321', 0.9144617160345826), ('4141', 0.9105678153914737), ('433 (1)', 0.9033027770097182), ('541', 0.9007837385804486)]","[('4141', 0.9212997799688326), ('442 (2)', 0.9133305003872865), ('424', 0.9129491877601209), ('433 (3)', 0.9124599282684965), ('451', 0.9029847874906756)]"
Bremen - Köln,80,28:42,28:58,Köln,in,4231.0,4132.0,4231.0,4231,1722,1738,firstHalf,"[('424', 0.8636238765842321), ('4231 (2)', 0.862022495076881), ('433 (4)', 0.8619558642642124), ('352', 0.8594946959860789), ('334', 0.8590918384549465)]","[('424', 0.8662120468959548), ('4231 (2)', 0.8645399753050911), ('352', 0.862817482431059), ('334', 0.8627638677410417), ('433 (4)', 0.8617531336851363)]","[('334', 0.8459548981438566), ('352', 0.8138250837734597), ('433 (4)', 0.8102837233203304), ('424', 0.7958518542628115), ('4141', 0.793626239501092)]"
Bremen - Köln,83,29:26,29:37,Bremen,in,4231.0,4231.0,442.0,4231,1766,1777,firstHalf,"[('4231 (2)', 0.9337232214508588), ('424', 0.9171782700552199), ('433 (2)', 0.9069476654924369), ('451', 0.8962592278953935), ('442 (2)', 0.8950838157163776)]","[('4231 (2)', 0.9337232214508588), ('424', 0.9171782700552199), ('433 (2)', 0.9069476654924369), ('451', 0.8962592278953935), ('442 (2)', 0.8950838157163776)]","[('352', 0.8769288468307619), ('343', 0.8595302877283508), ('334', 0.8584510728412478), ('4231 (2)', 0.8512613678752152), ('433 (4)', 0.8490372808800875)]"
Bremen - Köln,90,31:42,32:13,Köln,in,4231.0,4231.0,4231.0,4231,1902,1933,firstHalf,"[('451', 0.8274876300404419), ('4231 (2)', 0.8268899262180831), ('442 (2)', 0.8035410906064975), ('424', 0.8019400987192646), ('4141', 0.7965178144674488)]","[('4231 (2)', 0.8311428899673148), ('451', 0.8308135520474893), ('442 (2)', 0.8104261670391312), ('424', 0.8082964834722757), ('4141', 0.8041111928503746)]","[('451', 0.8082520058485341), ('4231 (2)', 0.79642541948471), ('4141', 0.7944613798427566), ('433 (3)', 0.7942859699551471), ('433 (4)', 0.7850450652656475)]"
Bremen - Köln,100,35:14,35:26,Bremen,in,4141.0,4141.0,4231.0,4141,2114,2126,firstHalf,"[('442 (1)', 0.915317441208646), ('433 (3)', 0.907541042467577), ('343', 0.9050676718071241), ('433 (5)', 0.9009953514079572), ('532', 0.8937210136125995)]","[('433 (3)', 0.9066981323632641), ('442 (1)', 0.9066057371419497), ('343', 0.9047473471112901), ('433 (5)', 0.8979429472690869), ('433 (4)', 0.8970030747319828)]","[('424', 0.8962941259049673), ('442 (2)', 0.8853438010430164), ('433 (4)', 0.8767639209323286), ('433 (2)', 0.851318078512151), ('4231 (2)', 0.8441109205271219)]"
Bremen - Köln,107,37:23,38:07,Köln,in,4231.0,4231.0,442.0,4231,2243,2287,firstHalf,"[('352', 0.8809888362809029), ('343', 0.8631789514740895), ('334', 0.8419012172925389), ('442 (2)', 0.8148715057297573), ('442 (1)', 0.7960647107493946)]","[('352', 0.8675535858298238), ('343', 0.8526759450852568), ('334', 0.8302029555837958), ('442 (2)', 0.797011296315878), ('433 (4)', 0.7848418361582273)]","[('352', 0.8984176060602718), ('343', 0.8800888954832964), ('334', 0.8519492367221744), ('442 (2)', 0.8305074405678675), ('442 (1)', 0.826863596831107)]"
Bremen - Köln,122,43:21,43:53,Köln,in,4231.0,4231.0,442.0,4231,2601,2633,firstHalf,"[('352', 0.7717309290825247), ('343', 0.7523104360799261), ('334', 0.7490835984023878), ('424', 0.7366235789648505), ('4231 (2)', 0.7209720929669777)]","[('352', 0.7717309290825247), ('343', 0.7523104360799261), ('334', 0.7490835984023878), ('424', 0.7366235789648505), ('4231 (2)', 0.7209720929669777)]","[('343', 0.8239416359530102), ('352', 0.8083199013636071), ('334', 0.7960681593173885), ('4231 (2)', 0.7881764235466296), ('451', 0.7810855626592135)]"
Bremen - Köln,125,44:30,45:00,Köln,in,4141.0,4141.0,4231.0,4141,2670,2700,firstHalf,"[('424', 0.8666142601638429), ('343', 0.8648907150128755), ('442 (2)', 0.8640750540680922), ('352', 0.854743785890521), ('334', 0.8540820987331275)]","[('424', 0.8666142601638429), ('343', 0.8648907150128755), ('442 (2)', 0.8640750540680922), ('352', 0.854743785890521), ('334', 0.8540820987331275)]","[('433 (4)', 0.8721650946365485), ('4231 (2)', 0.8705696362330869), ('424', 0.8682495245451443), ('343', 0.8674523776077931), ('4141', 0.8579376321926997)]"
Bremen - Köln,131,46:04,46:20,Köln,in,4231.0,4231.0,4231.0,4231,64,80,secondHalf,"[('4231 (1)', 0.8547635438172161), ('442 (1)', 0.8511187127947577), ('4321', 0.8479990702615806), ('352', 0.8431867830396444), ('433 (1)', 0.8420607672137304)]","[('4321', 0.8569816087367029), ('4231 (1)', 0.8566920684541863), ('433 (1)', 0.8489125323951047), ('442 (1)', 0.8369323881234962), ('451', 0.8367447601023132)]","[('442 (1)', 0.8757527457945485), ('532', 0.8693857038165629), ('433 (3)', 0.8642532490796242), ('433 (1)', 0.8620717905883476), ('433 (5)', 0.8569340117255594)]"
Bremen - Köln,155,53:24,53:52,Bremen,in,4132.0,4132.0,442.0,4132,504,532,secondHalf,"[('343', 0.8395067106810246), ('352', 0.8386187896747055), ('4321', 0.819764223125673), ('442 (1)', 0.810425582723717), ('433 (5)', 0.8101265773423274)]","[('343', 0.7992613882482673), ('352', 0.79851245076756), ('4321', 0.7773221943669691), ('433 (5)', 0.7729629382093444), ('442 (1)', 0.7684735941858227)]","[('4321', 0.8354443920358972), ('442 (1)', 0.7945994289715399), ('451', 0.7839391334972545), ('433 (5)', 0.7807873801880668), ('343', 0.7696032883960768)]"
Bremen - Köln,158,54:49,55:13,Bremen,in,4132.0,4132.0,442.0,4132,589,613,secondHalf,"[('352', 0.8317259198036281), ('334', 0.8129054039148005), ('442 (2)', 0.786464997520526), ('424', 0.7758613442585545), ('343', 0.7690484819354236)]","[('352', 0.8400393875273129), ('343', 0.8133109057603463), ('442 (2)', 0.8098013727086828), ('334', 0.8052342627956365), ('4141', 0.7910898427671627)]","[('532', 0.8815610948402338), ('442 (1)', 0.8749225590983309), ('4321', 0.8634529273094868), ('433 (3)', 0.8598798999831259), ('4141', 0.8495431726946292)]"
Bremen - Köln,162,59:05,59:24,Bremen,in,4132.0,4132.0,442.0,4132,845,864,secondHalf,"[('424', 0.8326799264240721), ('4231 (2)', 0.8234191043700155), ('442 (2)', 0.8094222964576208), ('433 (4)', 0.8059700437445577), ('433 (5)', 0.7923573660752887)]","[('424', 0.8326799264240721), ('4231 (2)', 0.8234191043700155), ('442 (2)', 0.8094222964576208), ('433 (4)', 0.8059700437445577), ('433 (5)', 0.7923573660752887)]","[('4231 (2)', 0.8700087656082529), ('433 (4)', 0.867820985517577), ('4141', 0.8617734952950439), ('424', 0.8603462883485407), ('433 (2)', 0.8580592122654128)]"
Bremen - Köln,169,61:24,61:57,Bremen,in,4132.0,4132.0,442.0,4132,984,1017,secondHalf,"[('433 (5)', 0.9036646089584327), ('424', 0.890077253267064), ('433 (4)', 0.8852277433418845), ('442 (1)', 0.884290561528209), ('4231 (2)', 0.8841176893860598)]","[('433 (5)', 0.9036646089584327), ('424', 0.890077253267064), ('433 (4)', 0.8852277433418845), ('442 (1)', 0.884290561528209), ('4231 (2)', 0.8841176893860598)]","[('442 (1)', 0.9078139448768199), ('433 (5)', 0.9070853511745198), ('4231 (2)', 0.9006139190934842), ('424', 0.8949411652110562), ('433 (4)', 0.8856980079857557)]"
Bremen - Köln,171,62:29,63:07,Bremen,in,4132.0,4132.0,442.0,4132,1049,1087,secondHalf,"[('442 (1)', 0.889666528137532), ('352', 0.8858709673674495), ('442 (2)', 0.8661091587770161), ('433 (5)', 0.8657848036679321), ('424', 0.8586611019531315)]","[('442 (1)', 0.8809485647666306), ('352', 0.8808618389411196), ('442 (2)', 0.8637896456528071), ('343', 0.8620056144649841), ('433 (5)', 0.8605777299241825)]","[('4141', 0.840568450767053), ('352', 0.8367839207362222), ('442 (2)', 0.8353588152725356), ('451', 0.8348457874838429), ('343', 0.8345825789884734)]"
Bremen - Köln,175,65:05,65:17,Bremen,in,4132.0,4132.0,442.0,4132,1205,1217,secondHalf,"[('433 (4)', 0.9012173706027857), ('424', 0.887288227679347), ('4231 (2)', 0.8771583292552447), ('433 (2)', 0.872149577516241), ('4141', 0.8721161894187829)]","[('433 (4)', 0.9012173706027857), ('424', 0.887288227679347), ('4231 (2)', 0.8771583292552447), ('433 (2)', 0.872149577516241), ('4141', 0.8721161894187829)]","[('4141', 0.9165633943827328), ('4321', 0.9093914680742428), ('442 (1)', 0.9078992375362311), ('532', 0.9036232101221647), ('541', 0.8970862783996962)]"
Bremen - Köln,182,67:56,68:18,Bremen,in,4132.0,4132.0,442.0,4132,1376,1398,secondHalf,"[('4141', 0.878634736400561), ('343', 0.865993332565234), ('352', 0.8633672293015258), ('424', 0.861912443774191), ('442 (1)', 0.8606860569290593)]","[('4141', 0.8785568509438907), ('343', 0.8655175569198054), ('352', 0.8630592763553286), ('424', 0.8618471126879745), ('442 (1)', 0.8604823885354815)]","[('343', 0.8804165554071026), ('4141', 0.8636712699973708), ('352', 0.8519348438476912), ('424', 0.845798881356159), ('433 (5)', 0.8438689391070646)]"
